locus,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,significant,Column1,Column2,Column3,Column4,Column5
NWMN_0549,2080.554888,2419.331844,1741.777933,0.719941721,-0.474047968,0.505195907,0.68287924,no,,,,,
NWMN_0550,10791.89572,12129.72304,9454.068393,0.779413377,-0.359539403,0.764215407,0.873901166,no,,,,,
NWMN_0551,12437.60137,17965.23306,6909.969675,0.384630116,-1.378456367,0.014937069,0.059862823,no,,,,,
NWMN_0552,8867.76891,12333.07038,5402.467437,0.43804724,-1.190841634,0.034812872,0.113423983,no,,,,,
NWMN_0553,5187.315689,8797.147934,1577.483445,0.179317599,-2.479411008,1.05E-06,1.66E-05,yes,,,,,
NWMN_0554,7198.731024,12547.43905,1850.022993,0.147442278,-2.761777832,1.60E-07,3.12E-06,yes,,,,,
NWMN_0555,8585.578616,15318.01027,1853.146961,0.120978308,-3.047179709,3.10E-08,7.22E-07,yes,,,,,
NWMN_0556,1070.629945,1178.16387,963.0960195,0.817455062,-0.290788671,0.7020369,0.829355672,no,,,,,
NWMN_0557,1166.169869,1236.360373,1095.979364,0.886456237,-0.173878686,0.968246166,0.984899123,no,,,,,
NWMN_0558,235.9962455,200.066347,271.926144,1.359179832,0.442736351,0.261012889,0.451374373,no,,,,,
NWMN_0559,654.8258819,765.6589154,543.9928484,0.710489798,-0.49311416,0.218271839,0.399962606,no,,,,,
NWMN_0560,42.45900494,48.71643857,36.20157131,0.743107919,-0.42835635,0.438507038,0.627234844,no,,,,,
NWMN_0561,150.0394016,177.8625779,122.2162252,0.687138502,-0.541327173,0.231380416,0.416021874,no,,,,,
NWMN_0562,240.0229975,221.8610893,258.1849057,1.16372324,0.218747993,0.791041213,0.890944263,no,,,,,
NWMN_0563,175.4153136,137.3856498,213.4449773,1.553619156,0.635632895,0.235328622,0.420310109,no,,,,,
NWMN_0564,109.8967763,86.5708547,133.2226979,1.538886249,0.621886595,0.272406804,0.462207129,no,,,,,
NWMN_0565,187.1823103,148.0064582,226.3581623,1.529380306,0.612947201,0.249237377,0.436499508,no,,,,,
NWMN_0566,79.89671898,68.10272696,91.690711,1.346358877,0.429063017,0.343173719,0.538306437,no,,,,,
NWMN_0567,58.37804201,37.80476692,78.95131711,2.088395818,1.062395175,0.026278628,0.093043435,no,,,,,
NWMN_0568,77.77341433,52.12876831,103.4180603,1.983896104,0.988336474,0.044896349,0.135937612,no,,,,,
NWMN_0569,12.8309561,8.963611312,16.69830088,1.862898814,0.897549314,0.205535481,0.385821991,no,,,,,
NWMN_0570,76.16883366,34.6406679,117.6969994,3.397653872,1.764538889,0.000395677,0.003142565,yes,,,,,
NWMN_0571,115.2432251,87.54884386,142.9376064,1.632661267,0.707225502,0.203272832,0.383503183,no,,,,,
NWMN_0572,1088.619752,1174.739759,1002.499745,0.85338028,-0.228739322,0.467813804,0.649865746,no,,,,,
NWMN_0573,6919.622757,12355.73015,1483.515361,0.120066993,-3.058088497,0.000137352,0.00130986,yes,,,,,
NWMN_0574,1396.813017,1055.582559,1738.043475,1.646525381,0.719424751,0.157524285,0.32056928,no,,,,,
NWMN_0575,5696.871231,3929.265654,7464.476809,1.89971294,0.925781434,0.07944249,0.20331364,no,,,,,
NWMN_0576,2514.918895,1864.379947,3165.457843,1.697860915,0.763718281,0.080287816,0.20430117,no,,,,,
NWMN_0577,10054.24706,7874.983043,12233.51108,1.55346507,0.635489802,0.231703396,0.416110634,no,,,,,
NWMN_0578,1485.094441,964.6332776,2005.555604,2.079086064,1.05594948,0.044333286,0.13470102,no,,,,,
NWMN_0579,5842.999891,3833.301286,7852.698495,2.048547168,1.034601112,0.058999119,0.165590438,no,,,,,
NWMN_0580,112.9414846,118.6629585,107.2200107,0.903567652,-0.146295473,0.771939896,0.878136242,no,,,,,
NWMN_0581,3018.378649,1847.217916,4189.539382,2.268026607,1.181437565,0.014456624,0.058294998,no,,,,,
NWMN_0582,1047.600928,901.2100411,1193.991815,1.324876289,0.405857654,0.521169717,0.695235057,no,,,,,
NWMN_0583,988.620557,821.2369988,1156.004115,1.407637645,0.493276002,0.421963141,0.612535739,no,,,,,
NWMN_0584,1785.49747,1448.781846,2122.213094,1.464825846,0.550729152,0.34708361,0.540160497,no,,,,,
NWMN_0585,20695.51652,30921.89126,10469.14179,0.338567318,-1.562485379,0.165325273,0.332815822,no,,,,,
NWMN_0586,1554.598883,1928.350155,1180.847611,0.612361613,-0.707544248,0.397514071,0.591854284,no,,,,,
NWMN_0587,16058.47544,24512.06078,7604.890104,0.310250948,-1.688492474,0.037014754,0.118094692,no,,,,,
NWMN_0588,15088.57056,26190.80255,3986.338575,0.152203758,-2.715924114,0.065910774,0.180340159,no,,,,,
NWMN_0589,4.662164762,6.625622061,2.698707464,0.407313825,-1.295787312,0.163733216,0.330119516,no,,,,,
NWMN_0590,927.5308894,933.1553262,921.9064526,0.987945336,-0.017496876,0.972601284,0.986571101,no,,,,,
NWMN_0591,91.33345377,89.28406325,93.38284429,1.045907197,0.064754847,0.623181733,0.772506182,no,,,,,
NWMN_0592,1345.437966,1781.795961,909.0799698,0.510204305,-0.970853023,0.054811429,0.157387102,no,,,,,
NWMN_0593,3270.316426,3587.661987,2952.970866,0.823090602,-0.28087685,0.484896643,0.665809211,no,,,,,
NWMN_0594,512.3827446,559.0975385,465.6679506,0.83289215,-0.263798401,0.489614763,0.669658705,no,,,,,
NWMN_0595,479.4732408,583.500993,375.4454886,0.643435903,-0.636131655,0.133480728,0.286358902,no,,,,,
NWMN_0596,1289.4155,1429.557039,1149.273961,0.803937114,-0.31484544,0.417765243,0.609843899,no,,,,,
NWMN_0597,156.2243309,161.8915654,150.5570965,0.92998728,-0.104717111,0.58565277,0.744213847,no,,,,,
NWMN_0598,394.0347482,436.8523964,351.2171001,0.803972012,-0.314782816,0.377497848,0.572823389,no,,,,,
NWMN_0599,484.7406019,575.3278632,394.1533405,0.685093432,-0.54562734,0.226238958,0.408552381,no,,,,,
NWMN_0600,3729.819426,3930.867899,3528.770953,0.897707846,-0.155682091,0.714605863,0.838348833,no,,,,,
NWMN_0601,63364.90685,346.0290698,126383.7846,365.2403676,8.512702415,5.99E-28,3.91E-25,yes,MntA,,,,
NWMN_0602,42734.90616,230.3304967,85239.48183,370.0746669,8.53167257,3.93E-28,3.42E-25,yes,MntB,,,,
NWMN_0603,69002.23646,399.4280467,137605.0449,344.5052144,8.428382009,1.30E-27,6.14E-25,yes,MntC,,,,
NWMN_0604,5974.262259,5866.780598,6081.74392,1.036640764,0.051916031,0.70369878,0.830142173,no,,,,,
NWMN_0605,392.6717021,367.6629724,417.6804318,1.136041601,0.184015666,0.502869388,0.681180773,no,,,,,
NWMN_0606,6566.371429,4410.690144,8722.052715,1.977480265,0.983663297,0.021910944,0.081441388,no,,,,,
NWMN_0607,6267.014358,5734.998477,6799.03024,1.185533051,0.245535883,0.555758723,0.72392699,no,,,,,
NWMN_0608,5194.362499,3663.482894,6725.242105,1.835750923,0.876370325,0.076304009,0.198629281,no,,,,,
NWMN_0609,2593.969691,3127.565318,2060.374064,0.658778908,-0.60213373,0.173898573,0.34371159,no,,,,,
NWMN_0610,2872.172521,3362.917814,2381.427227,0.708143154,-0.497887059,0.279313656,0.469593627,no,,,,,
NWMN_0611,1501.559583,1958.509976,1044.60919,0.533369348,-0.906793176,0.101055786,0.236611801,no,,,,,
NWMN_0612,2436.030387,1441.539018,3430.521756,2.379763373,1.250818129,0.028424922,0.098637878,no,,,,,
NWMN_0613,22842.10784,30897.17067,14787.04501,0.478588968,-1.063140955,0.036656779,0.117520869,no,,,,,
NWMN_0614,8854.76896,8205.585766,9503.952155,1.15822958,0.211921247,0.539114006,0.710032711,no,,,,,
NWMN_0615,1878.462243,2056.584671,1700.339815,0.826778415,-0.274427371,0.920684492,0.96017392,no,,,,,
NWMN_0616,7558.568726,1596.471226,13520.66623,8.469094845,3.082207786,2.35E-08,5.84E-07,yes,ferrichrome transport ATP-binding protein fhuA,,,,
NWMN_0617,4128.202342,992.1420572,7264.262627,7.321796888,2.872197753,2.66E-08,6.32E-07,yes,,,,,
NWMN_0618,5130.682881,2014.268428,8247.097335,4.094338778,2.03363048,1.65E-05,0.000200933,yes,,,,,
NWMN_0619,1056.921017,1852.758027,261.0840059,0.140916408,-2.82708849,0.000312433,0.002583501,yes,,,,,
NWMN_0620,1109.014595,1979.98972,238.0394698,0.120222579,-3.056220226,0.000544346,0.004063932,yes,,,,,
NWMN_0621,639.9759595,1152.751196,127.2007232,0.11034534,-3.179902384,3.31E-06,4.73E-05,yes,,,,,
NWMN_0622,11066.17679,17481.10278,4651.250801,0.266073077,-1.91010556,0.056605648,0.160875917,no,,,,,
NWMN_0623,5791.607325,6080.647991,5502.56666,0.904930966,-0.144120357,1,1,no,,,,,
NWMN_0624,2255.017086,678.9596751,3831.074496,5.642565585,2.496351282,1.88E-06,2.83E-05,yes,,,,,
NWMN_0625,2014.741811,1754.753825,2274.729796,1.29632417,0.374426536,0.226275599,0.408552381,no,,,,,
NWMN_0626,4117.762966,6808.909314,1426.616617,0.209522047,-2.254826035,0.010480774,0.045191852,yes,,,,,
NWMN_0627,2104.090396,2038.510799,2169.669993,1.064340691,0.089960026,0.879241333,0.937737798,no,,,,,
NWMN_0628,755.574918,707.4147626,803.7350734,1.136158186,0.184163713,0.75679807,0.869618891,no,,,,,
NWMN_0629,1334.6405,1142.923776,1526.357224,1.335484707,0.417363455,0.440383264,0.627770458,no,,,,,
NWMN_0630,1081.623827,720.4576006,1442.790054,2.002602308,1.001875948,0.060397647,0.168430151,no,,,,,
NWMN_0631,2983.847861,1888.296088,4079.399634,2.160360157,1.111271846,0.033410238,0.109872731,no,,,,,
NWMN_0632,2522.895732,3213.183285,1832.608179,0.570340381,-0.810104913,0.128632945,0.278017726,no,,,,,
NWMN_0633,4143.686438,5554.605108,2732.767767,0.491982367,-1.023321486,0.058437276,0.164189895,no,,,,,
NWMN_0634,19982.85104,24339.24489,15626.45719,0.642027198,-0.63929368,0.654432602,0.795734011,no,,,,,
NWMN_0635,880.7023701,741.8526374,1019.552103,1.374332383,0.458730963,0.271755225,0.461705769,no,,,,,
NWMN_0636,1320.115886,823.3846082,1816.847165,2.206559543,1.141798678,0.015399794,0.061247583,no,,,,,
NWMN_0637,319.87671,335.5956241,304.1577959,0.906322294,-0.141903922,0.87918484,0.937737798,no,,,,,
NWMN_0638,5748.884331,7704.337273,3793.431388,0.49237608,-1.022167418,0.057147229,0.161783001,no,,,,,
NWMN_0639,2437.294311,3276.815138,1597.773484,0.487599519,-1.036231393,0.056642114,0.160875917,no,,,,,
NWMN_0640,2622.136814,2977.888371,2266.385257,0.761071261,-0.393896552,0.416977089,0.609046779,no,,,,,
NWMN_0641,4110.519358,4687.035153,3534.003562,0.753995532,-0.407372121,0.398438871,0.592893377,no,,,,,
NWMN_0642,2762.878227,3973.035457,1552.720996,0.390814785,-1.355443049,0.013020488,0.053833127,no,,,,,
NWMN_0643,1028.900954,1493.380042,564.4218657,0.377949249,-1.403735572,0.083951532,0.208720603,no,,,,,
NWMN_0644,850.0263621,1115.645985,584.4067396,0.523828121,-0.932834584,0.231494759,0.416021874,no,,,,,
NWMN_0645,132.9922395,122.8669076,143.1175714,1.164817885,0.220104412,0.645555551,0.788609937,no,,,,,
NWMN_0646,2674.753501,2999.942419,2349.564583,0.783203227,-0.352541386,0.4473773,0.63394625,no,,,,,
NWMN_0647,8132.954103,11717.71112,4548.197084,0.388147227,-1.365324112,0.100751052,0.236405346,no,,,,,
NWMN_0648,1874.354578,2360.162696,1388.54646,0.588326586,-0.765310864,0.16716275,0.335361035,no,,,,,
NWMN_0649,7414.679451,10256.81661,4572.542289,0.445805211,-1.165514616,0.035844424,0.115488877,no,,,,,
NWMN_0650,7612.275039,9737.4833,5487.066778,0.56349948,-0.827513815,0.077261176,0.199489579,no,,,,,
NWMN_0651,28316.42991,42493.99756,14138.86225,0.332726104,-1.587593038,0.006206765,0.030145495,yes,,,,,
NWMN_0652,3533.121634,5406.270734,1659.972533,0.307045765,-1.70347439,0.122904721,0.270100956,no,,,,,
NWMN_0653,3322.236363,1823.333491,4821.139235,2.644134635,1.402795639,0.008186052,0.03772514,yes,,,,,
NWMN_0654,3191.212938,1674.923885,4707.501992,2.810576668,1.49086617,0.005311779,0.026898604,yes,,,,,
NWMN_0655,27549.7317,24090.23941,31009.22399,1.287211117,0.364248692,0.334542289,0.528512093,no,,,,,
NWMN_0656,1437.038399,1125.983762,1748.093036,1.552502883,0.634595948,0.132039668,0.283966793,no,,,,,
NWMN_0657,4447.515257,4280.41831,4614.612203,1.078075055,0.108457621,0.616067801,0.767295121,no,,,,,
NWMN_0658,123.5931993,128.8818437,118.3045548,0.917930341,-0.123543419,0.877984185,0.937737798,no,,,,,
NWMN_0659,1559.649569,1642.315776,1476.983362,0.899329704,-0.153077974,0.612705087,0.764199711,no,,,,,
NWMN_0660,3972.031519,4896.317696,3047.745342,0.622456616,-0.683954808,0.113916292,0.25628235,no,,,,,
NWMN_0661,484.6007452,388.1426113,581.0588791,1.497024192,0.582097536,0.168797126,0.336949496,no,,,,,
NWMN_0662,779.4212131,520.4142954,1038.428131,1.995387406,0.996668874,0.037255208,0.118487625,no,,,,,
NWMN_0663,643.7750964,870.1384074,417.4117853,0.479707345,-1.059773565,0.027814604,0.097165189,no,,,,,
NWMN_0664,1329.129616,1709.885073,948.3741583,0.554642048,-0.850371103,0.128288452,0.277728023,no,,,,,
NWMN_0665,5923.418489,5552.387279,6294.449699,1.133647453,0.180972054,0.495271465,0.674736359,no,,,,,
NWMN_0666,410.0756263,467.0754494,353.0758033,0.755928841,-0.403677661,0.777083979,0.88091993,no,,,,,
NWMN_0667,1521.233221,63.8665507,2978.599892,46.63787005,5.543429997,0.043054491,0.13235457,no,sbnH,,,,
NWMN_0668,2049.786398,174.9843655,3924.58843,22.42822334,4.487243436,0.079013761,0.203011758,no,"fruB; fructose 1-phosphate kinase; phosphofructokinase (FruK), minor 6-phosphofructokinase (pfkB) and related sugar kinases. FruK plays an important role in the predominant pathway for fructose utilisation.This group also contains tagatose-6-phophate kinase, an enzyme of the tagatose 6-phosphate pathway, which responsible for breakdown of the galactose moiety during lactose metabolism by bacteria such as L. lactis.",,,,
NWMN_0669,6327.32495,1167.69289,11486.95701,9.837310056,3.298263875,0.103003581,0.239242984,no,fructose specific permease,,,,
NWMN_0670,1943.847147,2305.087995,1582.606299,0.686570882,-0.542519421,0.218920041,0.400586882,no,,,,,
NWMN_0671,8361.506499,9872.038288,6850.97471,0.693977729,-0.52703873,0.320946393,0.515067716,no,,,,,
NWMN_0672,3222.188977,4492.541443,1951.83651,0.434461548,-1.202699598,0.009888882,0.043648056,yes,,,,,
NWMN_0673,5170.790201,6602.925301,3738.655102,0.566211934,-0.820585939,0.102094821,0.238403724,no,,,,,
NWMN_0674,101781.3367,121451.4148,82111.25856,0.676083178,-0.564727343,0.308665477,0.501893522,no,,,,,
NWMN_0675,80123.75154,86327.37336,73920.12973,0.856276832,-0.223850804,0.599999133,0.753953744,no,,,,,
NWMN_0676,37031.22571,37423.05954,36639.39188,0.97905923,-0.030531953,0.838882295,0.916770989,no,,,,,
NWMN_0677,93168.30548,108838.7614,77497.84957,0.712042737,-0.48996426,0.480763413,0.66362113,no,,,,,
NWMN_0678,155.0095768,142.7608374,167.2583163,1.171598033,0.228477677,0.48391073,0.665422457,no,,,,,
NWMN_0679,2855.498766,1489.078396,4221.919136,2.835256456,1.503479236,0.004577982,0.023924534,yes,,,,,
NWMN_0680,1526.788105,802.2691204,2251.307091,2.806174429,1.488604688,0.004501037,0.023664404,yes,,,,,
NWMN_0681,1737.640878,550.7604471,2924.521309,5.309969741,2.40870364,0.000275608,0.002338192,yes,,,,,
NWMN_0682,5010.736553,1854.751406,8166.7217,4.403135468,2.138531231,0.000110775,0.001082586,yes,,,,,
NWMN_0683,17090.09598,7005.351476,27174.84047,3.879154467,1.955742225,0.001042866,0.006969335,yes,,,,,
NWMN_0684,9212.263961,3549.225788,14875.30213,4.19113999,2.06734271,0.000438292,0.003418675,yes,,,,,
NWMN_0685,11847.03019,4678.026125,19016.03426,4.06496966,2.023244584,0.000675294,0.004901509,yes,,,,,
NWMN_0686,16805.06126,6366.96027,27243.16226,4.2788334,2.097217508,0.000527113,0.003992309,yes,,,,,
NWMN_0687,58365.25335,40135.69483,76594.81188,1.908396309,0.932360801,0.115789101,0.259038459,no,,,,,
NWMN_0688,8203.153516,4915.364986,11490.94205,2.337759673,1.225126625,0.028743141,0.099215096,no,,,,,
NWMN_0689,7946.303581,3703.553184,12189.05398,3.291178328,1.718604199,0.002020649,0.011918634,yes,,,,,
NWMN_0690,9757.901923,8238.4888,11277.31505,1.368857241,0.452971994,0.493823089,0.673465413,no,,,,,
NWMN_0691,15196.56193,13514.07531,16879.04856,1.248997669,0.320770784,0.56136497,0.727963606,no,,,,,
NWMN_0692,1278.318817,902.4722012,1654.165432,1.832926743,0.874149126,0.086837782,0.212209356,no,,,,,
NWMN_0693,1985.785893,1868.352046,2103.21974,1.125708479,0.170833266,0.517746485,0.692714575,no,,,,,
NWMN_0694,484.3157109,515.1206066,453.5108152,0.880397347,-0.183773298,0.902742967,0.950772822,no,,,,,
NWMN_0695,11672.53987,15774.8992,7570.180535,0.479887728,-1.059231175,0.034334589,0.112145353,no,,,,,
NWMN_0696,8396.410311,12650.32404,4142.49658,0.327461697,-1.610601929,0.030471919,0.103675943,no,,,,,
NWMN_0697,1093.738399,1147.920056,1039.556742,0.905600296,-0.143053665,0.926731667,0.963540134,no,,,,,
NWMN_0698,1719.131896,1967.199994,1471.063798,0.747795752,-0.41928382,0.607116912,0.760882137,no,,,,,
NWMN_0699,17965.81085,7760.647269,28170.97443,3.62997743,1.859960578,0.000702217,0.005035726,yes,,,,,
NWMN_0700,77625.70529,22936.33294,132315.0776,5.768798263,2.528270813,2.53E-05,0.000296994,yes,,,,,
NWMN_0701,50359.33135,16114.55063,84604.11207,5.250168869,2.392363827,2.99E-05,0.000341689,yes,,,,,
NWMN_0702,1222.584194,370.6756422,2074.492746,5.596517575,2.484529391,6.75E-05,0.000711385,yes,,,,,
NWMN_0703,579.2078372,189.8261885,968.5894858,5.102507159,2.351206302,0.003161957,0.017394093,yes,,,,,
NWMN_0704,818.9114292,250.3366195,1387.486239,5.542482127,2.470532213,0.011476916,0.048691928,yes,,,,,
NWMN_0705,2646.363216,2224.193168,3068.533263,1.379616351,0.464267133,0.39084605,0.584925961,no,,,,,
NWMN_0706,1148.969401,1318.844943,979.0938595,0.742387393,-0.429755883,0.397355167,0.591854284,no,,,,,
NWMN_0707,2147.282158,2486.948858,1807.615458,0.726840623,-0.460289041,0.359109538,0.554023783,no,,,,,
NWMN_0708,277.7394501,202.1159633,353.3629369,1.748317803,0.805967457,0.067975754,0.183693065,no,,,,,
NWMN_0709,2272.300801,2537.137109,2007.464492,0.791232167,-0.337827016,0.551645277,0.721085097,no,,,,,
NWMN_0710,4960.007039,6281.839247,3638.174831,0.579157582,-0.787972152,0.290974302,0.483340263,no,,,,,
NWMN_0711,3058.46125,3996.142891,2120.779608,0.53070665,-0.914013467,0.051983043,0.152107158,no,,,,,
NWMN_0712,5413.82791,6954.908011,3872.74781,0.556836669,-0.844673876,0.124437038,0.27209538,no,,,,,
NWMN_0713,622.7268205,582.4197692,663.0338718,1.138412373,0.187023248,0.851591043,0.924159725,no,,,,,
NWMN_0714,540.31001,480.9246278,599.6953922,1.246963365,0.31841908,0.521374486,0.695235057,no,,,,,
NWMN_0715,1734.100059,1981.115615,1487.084503,0.750629843,-0.413826446,0.408881024,0.602937988,no,,,,,
NWMN_0716,2797.677631,3326.15527,2269.199992,0.682229123,-0.551671753,0.501248307,0.679718661,no,,,,,
NWMN_0717,2336.334962,2845.893681,1826.776243,0.641898977,-0.639581832,0.508425493,0.685155138,no,,,,,
NWMN_0718,5360.708834,6516.141926,4205.275743,0.645362822,-0.631817625,0.163119253,0.329135604,no,,,,,
NWMN_0719,126.3978266,141.4234696,111.3721836,0.787508494,-0.34463261,0.354175283,0.548258302,no,,,,,
NWMN_0720,266.837776,370.7544788,162.9210733,0.439431167,-1.186290897,0.013688749,0.056147578,no,,,,,
NWMN_0721,47231.70956,79024.133,15439.28611,0.195374318,-2.355687256,0.042381672,0.131006955,no,,,,,
NWMN_0722,20392.79724,16955.67358,23829.9209,1.405424609,0.491006065,0.373281483,0.568263554,no,,,,,
NWMN_0723,3777.335883,2810.30129,4744.370475,1.688207059,0.755491862,0.110035954,0.249154202,no,,,,,
NWMN_0724,312.7514548,309.3748592,316.1280503,1.021828506,0.031153089,0.845839879,0.920524616,no,,,,,
NWMN_0725,2988.063469,1400.168439,4575.9585,3.268148584,1.708473576,0.000365721,0.002958604,yes,,,,,
NWMN_0726,4435.004309,5264.990053,3605.018565,0.684715171,-0.546424116,0.1695583,0.337694998,no,,,,,
NWMN_0727,8621.10573,10345.13664,6897.074819,0.666697315,-0.584896179,0.184522004,0.359407904,no,,,,,
NWMN_0728,6082.816179,6295.36939,5870.262967,0.932473157,-0.1008659,0.740294786,0.856223182,no,,,,,
NWMN_0729,3381.736144,3265.391521,3498.080767,1.071259218,0.099307619,0.934185746,0.968118584,no,,,,,
NWMN_0730,1670.999939,1565.128106,1776.871773,1.135288393,0.183058827,0.930796209,0.96591362,no,,,,,
NWMN_0731,3841.343297,3819.353065,3863.33353,1.011515161,0.016517943,0.799273942,0.894889963,no,,,,,
NWMN_0732,19634.18601,21206.88653,18061.4855,0.851680207,-0.231616273,0.69537685,0.824877906,no,,,,,
NWMN_0733,5531.490032,5453.068069,5609.911996,1.02876251,0.040909975,0.801578479,0.895513921,no,,,,,
NWMN_0734,12794.3729,14106.93286,11481.81293,0.813912779,-0.297053895,0.373093242,0.568263554,no,,,,,
NWMN_0735,14236.02253,15843.80004,12628.24503,0.797046479,-0.327264239,0.399320139,0.593528739,no,,,,,
NWMN_0736,11704.81699,13912.23721,9497.396768,0.682664953,-0.550750406,0.421879683,0.612535739,no,,,,,
NWMN_0737,6506.749839,7217.219255,5796.280423,0.80311824,-0.31631569,0.40744885,0.601845022,no,,,,,
NWMN_0738,16441.51382,12929.15175,19953.8759,1.543324441,0.626041381,0.513983027,0.690152955,no,,,,,
NWMN_0739,51.15867852,52.85784864,49.4595084,0.935707935,-0.095869807,0.854880191,0.925743845,no,,,,,
NWMN_0740,33036.82174,34814.34696,31259.29652,0.897885477,-0.15539665,0.966062627,0.984899123,no,,,,,
NWMN_0741,42858.38933,48643.99408,37072.78458,0.762124601,-0.391901209,0.720449589,0.843264098,no,,,,,
NWMN_0742,10588.71195,8461.893216,12715.53069,1.502681536,0.58753929,0.380646019,0.575916754,no,,,,,
NWMN_0743,9540.333148,7247.646615,11833.01968,1.632670619,0.707233765,0.313019834,0.506436469,no,,,,,
NWMN_0744,16732.8778,12400.64743,21065.10818,1.698710354,0.76443988,0.284089312,0.474632591,no,,,,,
NWMN_0745,38124.15828,40587.55429,35660.76227,0.878613232,-0.186699868,0.57261338,0.735613944,no,,,,,
NWMN_0746,1546.687314,1891.54831,1201.826317,0.63536644,-0.654339205,0.256564923,0.446186876,no,,,,,
NWMN_0747,8104.589917,12364.07385,3845.105988,0.310990215,-1.685058905,0.087967641,0.21402183,no,,,,,
NWMN_0748,3744.990072,4983.224078,2506.756066,0.503039002,-0.991257835,0.028659964,0.099058845,no,,,,,
NWMN_0749,12802.63279,17628.46709,7976.798486,0.452495299,-1.144025291,0.016171729,0.063543953,no,,,,,
NWMN_0750,2495.570229,3695.09313,1296.047328,0.350748217,-1.511492323,0.002060509,0.012066811,yes,SmpB; Small protein B (SmpB) is a component of the trans-translation system in prokaryotes for releasing stalled ribosome from damaged messenger RNAs,,,,
NWMN_0751,72.75899914,114.4608139,31.05718443,0.271334646,-1.881854821,0.06819069,0.183693065,no,,,,,
NWMN_0752,181.8295284,232.0439974,131.6150594,0.567198725,-0.818073806,0.361266521,0.556059551,no,,,,,
NWMN_0753,611.8829241,966.4760936,257.2897547,0.266214298,-1.909340037,0.022596763,0.083279749,no,,,,,
NWMN_0754,273.6638576,386.384892,160.9428231,0.41653498,-1.26349044,0.003724974,0.020029383,yes,hypothetical,,,,
NWMN_0755,368.2976606,395.4701994,341.1251218,0.862581106,-0.21326798,0.4551529,0.639072826,no,,,,,
NWMN_0756,41524.73457,62312.40459,20737.06455,0.332791917,-1.587307704,0.010118843,0.044214945,yes,clfA Clumping factor A,,,,
NWMN_0757,550.7749054,543.1681454,558.3816654,1.028008859,0.039852697,0.974563901,0.987411971,no,,,,,
NWMN_0758,11668.52663,8410.814193,14926.23907,1.774648533,0.827533329,0.22529767,0.407971456,no,,,,,
NWMN_0759,1276.005345,2141.781716,410.2289732,0.191536313,-2.384310159,0.066741889,0.181663078,no,,,,,
NWMN_0760,3720.890339,2525.517633,4916.263044,1.946635803,0.960982994,0.322779245,0.517436913,no,,,,,
NWMN_0761,35552.39151,54617.65711,16487.12592,0.301864393,-1.728027503,0.24008994,0.426192264,no,,,,,
NWMN_0762,2218.636394,3127.900472,1309.372316,0.418610607,-1.256319226,0.10278918,0.238957408,no,,,,,
NWMN_0763,1881.065618,2605.365917,1156.765318,0.443993418,-1.171389807,0.111995913,0.253153391,no,,,,,
NWMN_0764,1138.290819,419.3704057,1857.211232,4.428570082,2.14684095,4.98E-05,0.000533451,yes,Uncharacterized distant relative of cell wall-associated hydrolases [Function unknown],,,,
NWMN_0765,104.9102367,98.15652878,111.6639447,1.137610978,0.186007292,0.654404617,0.795734011,no,,,,,
NWMN_0766,18223.17258,27659.02729,8787.317861,0.317701623,-1.654255635,0.057517393,0.162478863,no,,,,,
NWMN_0767,7375.198997,10992.21445,3758.183544,0.341895035,-1.548374623,0.079976307,0.203881063,no,,,,,
NWMN_0768,1799.046851,1609.773577,1988.320124,1.23515515,0.304692273,0.451096492,0.63548167,no,"hypothetical HP_PGM_like; Histidine phosphatase domain found in phosphoglycerate mutases and related proteins, mostly phosphatases; contains a His residue which is phosphorylated during the reaction",,,,
NWMN_0769,5346.947113,4798.108906,5895.785321,1.228772718,0.29721809,0.361263847,0.556059551,no,,,,,
NWMN_0770,3448.72892,3404.497409,3492.96043,1.025984165,0.037008464,0.631642457,0.779264278,no,,,,,
NWMN_0771,6002.361361,9269.460782,2735.261939,0.295083177,-1.76080642,0.047313741,0.142104373,no,,,,,
NWMN_0772,688.4158893,574.5290021,802.3027764,1.396453049,0.481767068,0.27319034,0.463235795,no,,,,,
NWMN_0773,8259.149329,4961.084133,11557.21452,2.329574386,1.220066398,0.00476726,0.02461828,yes,"nitroreductase family protein Nitroreductase-like family which includes NADH oxidase and arsenite oxidiase. NADH oxidase catalyses the oxidation of NAD(P)H and accepts a wide broad range of compounds as electron acceptors, such as nitrocompound. Arsenite oxidase in a beta-proteobacterial strain is able to oxidize arsenite to arsenate.",,,,
NWMN_0774,3574.779209,4143.230021,3006.328398,0.725600168,-0.462753306,0.730567796,0.849565487,no,,,,,
NWMN_0775,5292.928649,6053.506405,4532.350892,0.748714974,-0.417511486,0.585326269,0.744213847,no,,,,,
NWMN_0776,14742.79413,23170.66024,6314.928032,0.27253984,-1.875460956,0.060585511,0.168773924,no,,,,,
NWMN_0777,1230.106518,1836.739035,623.4740012,0.339446154,-1.558745355,0.0008712,0.006038316,yes,Conserved Hypothetical,,,,
